Expocode,Section_ID,Station_number,Cast_number,Bottle_number,Time[UTC],Date,Latitude,Longitude,Depth[m],CTD_Pressure[dbars],CTD_Temperature[ITS-90],Conductivity,Salinity[PSS-78],T_Alk[umol/kg],pH[in-situ],T_C[umol/kg],pCO2[uatm],NO2+NO3[umol/kg],PO4[umol/kg],SiO2[umol/kg],?ar,N:Si,N_Si(Index_A),N_Si(Index_B),delN(expected-measured),delSi (expected-measured),Potential_Alk,C:P_drawdown,N:P_drawdown,Si:P_drawdown,P:P_drawdown,C_drawdown,N_drawdown,Si_drawdown,P_drawdown,N:Si_drawdown,pH(SWS25),pCO2[TEQ 20DEGC],Mean Wind 1 Jun to Occupation[m/s scalar],Mean Wind Week Before Occupation[m/s scalar],Wind at time Occupied[m/s scalar],Wind 24 hr Mean [m/s scalar],del18O,Pw (Surface water vapour pressure)[atm],Pw[mbars],Pb (Barometric pressure)[mbars],xCO2 (ICELAND AVERAGE JUN/JUL)[ppm],Pb[atm],pCO2 atmosphere[atm],Temp[K],CO2 Sol [mol/kg/atm],CO2 Sol [mol/cc/atm],"Sc CO2, seawater [unitless]",KT CO2 ,delta pCO2,flux [mol/m2/h],flux [mol/m2/month],Pb Average [mbars],Pb Average [atm],pCO2 atmosphere average Pb [atm],CO2 Sol average Pb [mol/kg/atm],CO2 Sol average Pb [mol/cc/atm],"Sc CO2, seawater average Pb [(unitless)]",KT CO2 average Pb (cm/hr),delta pCO2 average Pb [atm],flux average Pb [mol/m2/h],flux month average Pb [mol/m2/month],,,,Mean Flux x area [mol/month],median flux x area [mol/month],sd x area,mean flux x area [g/month],median flux x area [g/month],sd,flux [g C/m2/month],,
RFI,A62013,259,1,1,23:28,20130615,62.4558,-27.1545,3.297,3.297,8.9366,-999,35.058,2321.58,8.093,2119.6,346,7.52,0.6,1.11,2.16,-999,-2.540802234,-1.396575511,2.08,7.89,2329.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8539,552.5,5.882295082,4.284827586,2.63,2.408,,0.01104914,11.1955411,1012.4,398.4705882,0.999161115,393.73356,282.0866,0.045446885,4.66E-05,1209,10.93,-47.73,-0.000242945,-0.177350188,1004.323077,0.991189812,390.5572301,0.045446885,4.66E-05,1209,10.93,-44.55723009,-0.000226779,-0.16554879,,,,,,,,,,-1.988240968,,
RFI,A62013,259,1,1,23:28,20130615,62.4558,-27.1545,9.758,9.758,8.5127,-999,35.051,2303.24,8.102,2101,334.2,7.62,0.58,1.21,2.19,-999,-2.499274307,-1.334544661,1.66,7.49,2310.86,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8559,543.7,,,,,,,,,,,,281.6627,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,259,1,1,23:28,20130615,62.4558,-27.1545,20.063,20.063,7.9962,-999,35.066,2323.74,8.071,2137.9,365.3,9.28,0.68,1.74,1.94,-999,-2.808348108,-1.373361402,1.6,8.46,2333.02,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8186,607.3,,,,,,,,,,,,281.1462,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,259,1,1,23:28,20130615,62.4558,-27.1545,50.048,50.048,7.5534,-999,35.08,2325.63,8.04,2155.7,395.2,11.67,0.82,4.2,1.85,-999,-1.753980566,0.175808266,1.45,8.1,2337.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7825,668.9,,,,,,,,,,,,280.7034,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,259,1,1,23:28,20130615,62.4558,-27.1545,101.221,101.221,7.5678,-999,35.116,2324.74,8.025,2160,408.1,13.34,0.9,5.44,2.21,3.078994005,-1.440400543,0.80486621,1.06,8.06,2338.08,109.868587,19.09172431,15.3842623,1,1244.8034,216.3079,174.302615,11.32993,1.240990561,7.7688,690.3,,,,,,,,,,,,280.7178,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,261,1,1,9:36,20130616,62.4519,-28.4817,3.202,3.202,8.9058,-999,35.045,2320.5,8.09,2119.8,347.7,7.25,0.59,2.53,2.2,-999,-1.159689432,0.034781621,2.19,6.32,2327.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8514,555.9,5.715714286,4.282068966,1.86,2.304,,0.011026433,11.17253277,1013.8,398.4705882,1.000542808,394.2931721,282.0558,0.045497412,4.66E-05,1212,10.48,-46.59,-0.000227744,-0.166253107,1004.323077,0.991189812,390.5662783,0.045497412,4.66E-05,1212,10.48,-42.86627835,-0.000209527,-0.152954857,,,,,,,,,,-1.836987833,,
RFI,A62013,261,1,1,9:36,20130616,62.4519,-28.4817,9.444,9.444,8.8939,-999,35.049,2321.59,8.086,2122.9,351.9,7.52,0.6,2.43,2.05,-999,-1.374486005,-0.148529441,2.08,6.57,2329.11,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8469,562.8,,,,,,,,,,,,282.0439,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,261,1,1,9:36,20130616,62.4519,-28.4817,20.16,20.16,8.1026,-999,35.027,2319.65,8.063,2137.2,373.1,9.54,0.7,3.07,1.89,-999,-1.754952496,-0.200459477,1.66,7.43,2329.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8123,617.1,,,,,,,,,,,,281.2526,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,261,1,1,9:36,20130616,62.4519,-28.4817,50.666,50.666,7.6215,-999,35.043,2323.09,8.039,2153.1,395.2,11.2,0.81,3.88,1.83,-999,-1.816625884,0.027979089,1.76,8.27,2334.29,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7832,666.7,,,,,,,,,,,,280.7715,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,261,1,1,9:36,20130616,62.4519,-28.4817,100.818,100.818,7.3217,-999,35.049,2319.49,8.028,2155.8,404,12.77,0.87,5.17,2.2,2.793130127,-1.412037853,0.734966625,1.15,7.88,2332.26,97.23621685,21.08908617,13.95201071,1,883.568,191.63273,126.77941,9.08682,1.51154458,7.7676,690.9,,,,,,,,,,,,280.4717,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,263,1,1,19:20,20130616,62.4515,-30.1753,2.495,2.495,8.3183,-999,35.005,2324.11,8.13,2109.3,313.2,6.02,0.44,0.27,2.18,-999,-2.580563014,-1.702945628,1.02,6.33,2330.13,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8788,514.2,5.569846154,4.689655172,4.77,3.352,,0.010599997,10.74044696,1012.5,398.4705882,0.999259808,393.9518563,281.4683,0.046421015,4.76E-05,1254,9.93,-80.75,-0.000381709,-0.27864749,1004.323077,0.991189812,390.7362004,0.046421015,4.76E-05,1254,9.93,-77.53620037,-0.000366509,-0.267551343,,,,,,,,,,-3.213291629,,
RFI,A62013,263,1,1,19:20,20130616,62.4515,-30.1753,11.316,11.316,8.3064,-999,35.003,2323.08,8.133,2106.9,310.4,6.02,0.43,0.14,2.02,-999,-2.695427491,-1.82587475,0.86,6.31,2329.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8812,509.8,,,,,,,,,,,,281.4564,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,263,1,1,19:20,20130616,62.4515,-30.1753,20.11,20.11,8.2222,-999,35.007,2326.01,8.125,2113.8,317,6.38,0.47,0.23,1.89,-999,-2.78449164,-1.857875207,1.14,6.82,2332.39,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8726,522.4,,,,,,,,,,,,281.3722,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,263,1,1,19:20,20130616,62.4515,-30.1753,51.022,51.022,7.081,-999,35.041,2320.4,8.058,2146.4,375.6,10.65,0.77,4.4,1.81,-999,-1.099606475,0.69643207,1.67,7.15,2331.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7921,649.5,,,,,,,,,,,,280.231,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,263,1,1,19:20,20130616,62.4515,-30.1753,102.315,102.315,6.529,-999,35.041,2324.23,8.02,2168.9,412.7,14.35,1,6.8,2.33,2.829959721,-0.711717972,1.762307061,1.65,8.2,2338.58,102.9511353,15.30679222,11.5248234,1,2827.63735,420.4136,316.538725,27.46582,1.328158506,7.7478,730.4,,,,,,,,,,,,279.679,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,265,1,1,7:43,20130617,62.4506,-32.0392,2.502,2.502,7.6889,-999,34.965,2321.06,8.113,2119.6,327.4,7.34,0.51,0.29,2.33,-999,-3.181039158,-2.113419349,0.82,7.36,2328.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8523,552.3,5.444626866,5.37,7.23,6.208,,0.010159552,10.29416649,994.2,398.4705882,0.981199112,386.9307044,280.8389,0.047441053,4.86E-05,1302,9.45,-59.53,-0.000273512,-0.199663691,1004.323077,0.991189812,390.9117046,0.047441053,4.86E-05,1302,9.45,-63.51170458,-0.000291802,-0.213015812,,,,,,,,,,-2.558319902,,
RFI,A62013,265,1,1,7:43,20130617,62.4506,-32.0392,10.763,10.763,7.6848,-999,34.965,2319.76,8.112,2118.4,327.3,7.35,0.5,0.41,2.29,-999,-3.079693346,-2.003199296,0.65,7.09,2327.11,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8518,551.9,,,,,,,,,,,,280.8348,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,265,1,1,7:43,20130617,62.4506,-32.0392,21.01,21.01,7.6517,-999,34.962,2321.27,8.105,2123.1,333.2,7.67,0.52,0.71,1.92,-999,-2.96447544,-1.823610749,0.65,7.09,2328.94,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8448,562.6,,,,,,,,,,,,280.8017,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,265,1,1,7:43,20130617,62.4506,-32.0392,51.154,51.154,6.4267,-999,34.998,2321.45,8.036,2161.4,397.9,12.97,0.93,6.32,1.73,-999,-0.489587744,1.75730359,1.91,7.63,2334.42,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7612,707.3,,,,,,,,,,,,279.5767,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,265,1,1,7:43,20130617,62.4506,-32.0392,101.853,101.853,6.125,-999,35.008,2323.37,8.03,2166.6,401.1,14.24,1,6.86,2.19,2.574091677,-0.607191297,1.854822263,1.76,8.14,2337.61,90.16617304,14.40889076,12.14415866,1,1728.87235,276.28025,232.85562,19.17429,1.186487361,7.7514,722.9,,,,,,,,,,,,279.275,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,267,1,1,16:47,20130617,62.4529,-33.5791,1.0127,1.0127,8.0006,-999,34.866,2315.49,8.101,2117.9,337.3,7.19,0.51,3.51,2.19,-999,-0.265690371,0.980288955,0.97,4.14,2322.68,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8464,561,5.332205882,5.433103448,11.12,8.214,,0.01037626,10.51374567,991.8,398.4705882,0.978830496,385.900529,281.1506,0.046964191,4.81E-05,1278,9.26,-48.6,-0.000216702,-0.158192276,1004.323077,0.991189812,390.8253529,0.046964191,4.81E-05,1278,9.26,-53.52535289,-0.000238661,-0.17422233,,,,,,,,,,-2.092410183,,
RFI,A62013,267,1,1,16:47,20130617,62.4529,-33.5791,9.0539,9.0539,8.0017,-999,34.866,2316.09,8.101,2118.3,337,7.26,0.51,3.52,2.16,-999,-0.289635197,0.966975588,0.9,4.13,2323.35,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8465,560.5,,,,,,,,,,,,281.1517,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,267,1,1,16:47,20130617,62.4529,-33.5791,19.059,19.059,7.9847,-999,34.866,2317.33,8.096,2122,341.8,7.03,0.51,3.27,1.79,-999,-0.402820886,0.805392314,1.13,4.38,2324.36,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.841,568.9,,,,,,,,,,,,281.1347,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,267,1,1,16:47,20130617,62.4529,-33.5791,51.667,51.667,5.7111,-999,34.932,2319.85,8.041,2162.6,391.3,12.45,0.92,6.76,1.74,-999,0.142697023,2.34251072,2.27,7.04,2332.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7552,717.7,,,,,,,,,,,,278.8611,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,267,1,1,16:47,20130617,62.4529,-33.5791,100.85,100.85,5.3969,-999,34.959,2318.95,8.019,2171.9,411.8,15.16,1.08,7.57,2.16,1.948453203,-0.410684684,2.226937598,2.12,8.63,2334.11,82.08407369,14.82895725,6.799037119,1,2144.278235,387.3761235,177.6109135,26.122951,2.181037842,7.7292,765.3,,,,,,,,,,,,278.5469,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,269,1,1,1:49,20130618,62.4498,-35.5106,2.643,2.643,7.9926,-999,34.948,2316.38,8.111,2113.7,328.4,6.71,0.45,0.24,2.16,-999,-2.930192811,-1.955765597,0.49,6.51,2323.09,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8557,546.1,5.537714286,5.181034483,10.52,9.682,,0.010370196,10.50760125,989.9,398.4705882,0.976955342,385.1557515,281.1426,0.046954647,4.81E-05,1279,9.76,-56.76,-0.000266485,-0.194534357,1004.323077,0.991189812,390.8277692,0.046954647,4.81E-05,1279,9.76,-62.42776925,-0.000293117,-0.213975599,,,,,,,,,,-2.569846944,,
RFI,A62013,269,1,1,1:49,20130618,62.4498,-35.5106,19.545,19.545,7.5223,-999,34.963,2318.63,8.093,2127.3,344.1,8.37,0.58,1.18,2.13,-999,-2.877001723,-1.606881285,0.91,7.52,2327,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8312,584.2,,,,,,,,,,,,280.6723,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,269,1,1,1:49,20130618,62.4498,-35.5106,49.649,49.649,6.7317,-999,35.064,2317.83,8.035,2155.9,398.2,13.08,0.91,6.1,1.76,-999,-0.735486083,1.513494882,1.48,7.55,2330.91,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7652,698.4,,,,,,,,,,,,279.8817,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,269,1,1,1:49,20130618,62.4498,-35.5106,99.759,99.759,6.4314,-999,35.058,2321.66,8.026,2164.6,405.9,14.18,0.98,6.54,1.65,2.622506308,-0.861837008,1.571752233,1.5,8.16,2335.84,98.97318242,14.5695975,11.80392194,1,1790.2774,263.54231,213.51536,18.08851,1.23430141,7.7519,721.5,,,,,,,,,,,,279.5814,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,269,1,1,1:49,20130618,62.4498,-35.5106,99.759,99.759,6.4314,-999,35.058,-999,8.027,-999,397.2,14.18,0.98,6.54,-999,-999,-0.861837008,1.571752233,1.5,8.16,14.18,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7528,,,,,,,,,,,,,279.5814,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,271,1,1,11:06,20130618,62.4505,-37.4207,1.934,1.934,7.277,-999,34.876,2312.86,8.105,2119.1,333.4,7.92,0.56,1.85,2.21,-999,-2.074275742,-0.826954611,1.04,6.55,2320.78,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.838,572.4,6.475774648,5.202758621,9.05,10.218,,0.009880587,10.01150437,989.8,398.4705882,0.976856649,385.3115206,280.427,0.048144361,4.93E-05,1334,11.95,-51.91,-0.000306203,-0.223528224,1004.323077,0.991189812,391.0228643,0.048144361,4.93E-05,1334,11.95,-57.62286425,-0.000339892,-0.248120963,,,,,,,,,,-2.979932766,,
RFI,A62013,271,1,1,11:06,20130618,62.4505,-37.4207,10.726,10.726,7.2654,-999,34.877,2312.82,8.104,2119.4,333.9,7.94,0.55,1.8,2.09,-999,-2.12782026,-0.880739064,0.86,6.45,2320.76,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8369,573.4,,,,,,,,,,,,280.4154,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,271,1,1,11:06,20130618,62.4505,-37.4207,20.114,20.114,7.1925,-999,34.883,2313.94,8.105,2120.1,332.3,8.04,0.55,1.83,1.81,-999,-2.148142437,-0.884900443,0.76,6.42,2321.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8372,572.5,,,,,,,,,,,,280.3425,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,271,1,1,11:06,20130618,62.4505,-37.4207,52.728,52.728,6.2566,-999,34.99,2319.21,8.057,2151.4,375.4,11.09,0.85,4.76,1.75,-999,-0.987569431,0.893712914,2.51,7.99,2330.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7787,673,,,,,,,,,,,,279.4066,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,271,1,1,11:06,20130618,62.4505,-37.4207,99.546,99.546,5.789,-999,35.015,2320.97,8.03,2171.3,402.9,14.54,1.03,7,1.68,2.555874939,-0.623979183,1.889622184,1.94,8.45,2335.51,108.4947174,15.32723804,11.30436736,1,2566.8418,362.62222,267.44641,23.65868,1.355868714,7.7442,754.6,,,,,,,,,,,,278.939,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,274,1,1,0:51,20130619,62.4406,-40.0131,2.548,2.548,7.2452,-999,34.964,2321.61,8.096,2131,342.2,8.81,0.72,0.7,2.08,-999,-3.507165915,-2.203899924,2.71,10.1,2330.42,-999,-999,-999,-999,-999,-999,-999,-999,-999,,588.5,7.690945946,4.678275862,1.74,3.852,,0.009858826,9.989454942,996.4,398.4705882,0.983370343,387.915707,280.3952,0.048172627,4.94E-05,1337,15.63,-45.72,-0.000352739,-0.257499271,1004.323077,0.991189812,391.0315354,0.048172627,4.94E-05,1337,15.63,-48.83153541,-0.00037678,-0.275049553,,,,,,,,,,,,
RFI,A62013,274,1,1,0:51,20130619,62.4406,-40.0131,10.016,10.016,7.2372,-999,34.963,2320.18,8.092,2131.3,345.2,8.87,0.65,0.68,2.06,-999,-3.552934992,-2.242329593,1.53,9.07,2329.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,,593.5,,,,,,,,,,,,280.3872,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,274,1,1,0:51,20130619,62.4406,-40.0131,18.518,18.518,7.0135,-999,34.966,2319.79,8.104,2127.2,334.2,8.86,0.64,0.72,2.09,-999,-3.512909139,-2.201252403,1.38,8.88,2328.65,-999,-999,-999,-999,-999,-999,-999,-999,-999,,580.7,,,,,,,,,,,,280.1635,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,274,1,1,0:51,20130619,62.4406,-40.0131,29.21,29.21,6.933,-999,34.964,-999,-999,-999,-999,8.89,0.63,0.89,-999,-999,-3.376750555,-2.050258152,1.19,8.56,8.89,-999,-999,-999,-999,-999,-999,-999,-999,-999,,,,,,,,,,,,,,280.083,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,274,1,1,0:51,20130619,62.4406,-40.0131,50.325,50.325,6.4935,-999,34.995,2325.05,8.069,2150.5,365.5,11.07,0.78,2.36,1.91,-999,-3.098778521,-1.369364365,1.41,9.34,2336.12,-999,-999,-999,-999,-999,-999,-999,-999,-999,,648.7,,,,,,,,,,,,279.6435,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,274,1,1,0:51,20130619,62.4406,-40.0131,99.244,99.244,6.2751,-999,35.018,2322.62,8.045,2158.8,386,12.7,0.93,5.17,1.8,4.316972676,-1.379257298,0.757732632,2.18,8.78,2335.32,88.39768931,12.8252215,17.27940942,1,1366.1222,198.2045,267.040745,15.454275,0.742225685,,691.6,,,,,,,,,,,,279.4251,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,275,1,1,4:28,20130619,62.1463,-40,2.402,2.402,7.0836,-999,34.94,2317.63,8.096,2128.4,341.3,8.98,0.7,0.67,2.08,-999,-3.613283021,-2.287567809,2.22,9.83,2326.61,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8274,591,7.609594595,4.695172414,1.42,3.888,,0.009751419,9.880625091,998.2,398.4705882,0.985146805,388.6663732,280.2336,0.048449934,4.97E-05,1350,15.28,-47.37,-0.000359534,-0.262459721,1004.323077,0.991189812,391.0743338,0.048449934,4.97E-05,1350,15.28,-49.77433382,-0.000377811,-0.275802365,,,,,,,,,,-3.312386404,,
RFI,A62013,275,1,1,4:28,20130619,62.1463,-40,11.627,11.627,7.0855,-999,34.939,2318.51,8.098,2128.3,339.6,8.77,0.62,0.62,2.08,-999,-3.559120002,-2.266536785,1.15,8.68,2327.28,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8289,587.7,,,,,,,,,,,,280.2355,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,275,1,1,4:28,20130619,62.1463,-40,20.872,20.872,6.9329,-999,34.939,2320.25,8.097,2131.4,340.4,8.96,0.63,0.77,2.07,-999,-3.515559858,-2.186501304,1.12,8.68,2329.21,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8255,593.1,,,,,,,,,,,,280.0829,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,275,1,1,4:28,20130619,62.1463,-40,31.398,31.398,6.8522,-999,34.949,2321.54,-999,-999,-999,9.44,0.67,1.17,1.8,-999,-3.386911644,-1.964399523,1.28,8.88,2330.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,,,,,,,,,,,,,,280.0022,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,275,1,1,4:28,20130619,62.1463,-40,51.343,51.343,6.5743,-999,34.996,2321.54,8.07,2146,363.6,10.35,0.74,2.23,1.92,-999,-2.876471579,-1.258082646,1.49,8.87,2331.89,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7955,643.1,,,,,,,,,,,,279.7243,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,275,1,1,4:28,20130619,62.1463,-40,101.981,101.981,6.3337,-999,35.009,2321.56,8.043,2158.1,387.5,12.35,0.9,4.55,2.26,4.557246867,-1.763169724,0.285459059,2.05,8.95,2333.91,94.98352808,12.95073862,14.68895226,1,1504.4517,205.127785,232.65949,15.83908,0.88166524,7.7669,692.3,,,,,,,,,,,,279.4837,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,277,1,1,12:40,20130619,62.1486,-38.4117,3.434,3.434,7.4082,-999,34.897,2316.1,8.135,2107,307.9,6.07,0.39,0.11,2.26,-999,-2.74534936,-1.87050764,0.17,5.74,2322.17,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.868,525.8,6.849027778,5.201724138,9.67,9.024,,0.009968731,10.10081669,,398.4705882,0,,280.5582,,,,,,,,1004.323077,0.991189812,390.9877413,0.047920744,4.91E-05,1324,13.07,-83.0877413,-0.000533379,-0.389366553,,,,,,,,,,-4.676292302,,
RFI,A62013,277,1,1,12:40,20130619,62.1486,-38.4117,9.779,9.779,7.4139,-999,34.896,2318.29,8.135,2108.9,307.9,6.07,0.39,0.12,2.25,-999,-2.736513631,-1.861051549,0.17,5.73,2324.36,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8681,525.8,,,,,,,,,,,,280.5639,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,277,1,1,12:40,20130619,62.1486,-38.4117,19.946,19.946,7.2329,-999,34.898,2318.94,8.136,2110.2,306.7,6.24,0.4,0.33,1.88,-999,-2.630573241,-1.717773455,0.16,5.67,2325.18,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8661,528,,,,,,,,,,,,280.3829,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,277,1,1,12:40,20130619,62.1486,-38.4117,53.037,53.037,6.3468,-999,34.969,2300.8,8.066,2129.6,363.9,10.72,0.76,4.63,1.87,-999,-0.929165263,0.891136549,1.44,6.77,2311.52,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7883,649.8,,,,,,,,,,,,279.4968,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,277,1,1,12:40,20130619,62.1486,-38.4117,101.065,101.065,5.6761,-999,34.994,2319.9,8.031,2166,399.3,14.16,1.01,6.7,2.11,2.796941324,-0.711099471,1.72955049,2,8.45,2334.06,109.8600639,13.25749727,9.76244636,1,3341.8591,403.282925,296.96615,30.419235,1.358009743,7.7452,733.8,,,,,,,,,,,,278.8261,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,278,1,1,17:17,20130619,62.1467,-37.2217,3.404,3.404,7.8968,-999,34.884,2312.94,8.09,2121.3,347.2,8.36,0.61,2.67,2.01,-999,-1.555795164,-0.194815786,1.4,6.48,2321.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.834,579.8,6.363194444,5.194482759,11.53,9.78,,0.010303723,10.44024739,,398.4705882,0,,281.0468,,,,,,,,1004.323077,0.991189812,390.8542568,0.047126273,4.83E-05,1286,11.86,-43.65425682,-0.000250126,-0.182591944,,,,,,,,,,-2.192929247,,
RFI,A62013,278,1,1,17:17,20130619,62.1467,-37.2217,8.551,8.551,7.7625,-999,34.884,2315.09,8.094,2122.2,343.1,8.28,0.56,2.59,1.76,-999,-1.589017505,-0.24440383,0.68,5.81,2323.37,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8361,576.4,,,,,,,,,,,,280.9125,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,278,1,1,17:17,20130619,62.1467,-37.2217,21.137,21.137,7.4949,-999,34.879,2315.04,8.074,2133,361.4,9.5,0.67,3.52,1.71,-999,-1.338612945,0.238480431,1.22,6.53,2324.54,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8129,614.2,,,,,,,,,,,,280.6449,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,278,1,1,17:17,20130619,62.1467,-37.2217,52.229,52.229,6.3091,-999,35.029,2322.41,8.029,2165.7,404.8,14.58,0.97,6.53,1.69,-999,-1.057990192,1.432189635,0.94,8.02,2336.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.753,723.3,,,,,,,,,,,,279.4591,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
